Department,Department_Name,Division,Gender,Base Salary,Overtime Pay,Longevity Pay,Grade
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,89653,,,20
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,87790.81,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,113091,,2247.68,N25
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,86656.53,,,20
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,103034,,3068.96,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,63425,,951.3,13
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,53967,619.69,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,3592.11,6526.88,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,42536.95,,,20
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,106250,,2115.48,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,3271.72,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,89653,,2667.52,20
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,106250,,2115.48,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,76724.93,,,18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,107934,,6526.88,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,118509,,,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,48831.75,,1785.92,13
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,80679.77,,,18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,59790,10778.75,,16
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,102546.41,14885.75,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,,3745.2,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,107934,34820.25,3215.52,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,81770,,4873.44,18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,107934,,6526.88,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,81042.37,,,18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,118509,,,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,85233.32,1598.51,5144.64,18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,,3215.52,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,146149.61,,,M2
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,89653,,,20
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,53967,,311.4,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,89653,,2667.52,20
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,92369.9,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,34709.5,6526.88,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,,3215.52,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,116825,,,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,103034,,,N23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,330.31,6526.88,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,97600.09,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,81770,,,18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,103034,,3068.96,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,82310.78,9379.78,,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,89653,,2667.52,20
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,139718.79,,,M3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,107934,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,53038.61,291.42,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,89653,,2667.52,20
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,81770,38761.09,2431.36,18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,,3215.52,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,87969,,,20
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,114498,1436.76,,MD4
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,33280.55,6526.88,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,92222.84,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,118509,24186.45,,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,107934,23110.7,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,7684.33,3776.81,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,107934,16893.6,6526.88,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,1790.29,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,105702.22,40296.3,,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,80567.85,,,18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,60036.58,,,13
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,86094.36,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,72029.01,,,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,16536.49,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,110112.72,,,N25
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,86506.04,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,68538.58,,,18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,55575.14,290.44,,13
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,83485.17,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,83485.17,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,113091,,,N25
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,103034,,,N23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,64271.39,1042.88,,13
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,80662.1,2838.24,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,80662.1,6885.78,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,81901.68,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,67231.48,,,N23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,92473,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,80721.05,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,81999.73,10044.34,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,80808.2,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,85849.74,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,134748.2,,,M3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,81328.43,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,108000,,,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,118509,31072.75,,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,74416.6,,,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,90810.33,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,100641.53,,,N25
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,89653,,,20
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,94130.2,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,95709.56,3781.42,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,92473,6745.22,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,102580.48,564.48,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,93650.36,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,103034,,3068.96,23
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,130191.5,,,M3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,206647,,,MD3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,107934,,1845.36,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,89653,,5412.96,20
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,55043.88,2079.05,,13
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,70717.09,,,18
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,208331,,3516.16,MD3
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,95274,,,N26
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,82738.95,,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,98658.26,5565.1,,24
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,F,44826.5,,,20
HHS,Department of Health and Human Services,HHS 60 Behavioral Health and Crisis Services Division,M,92605.3,,,24
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,93895,,2794.4,21
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,113091,,2247.68,N25
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,81846.33,,,21
HHS,Department of Health and Human Services,HHS 60 Aging & Disability Services Division,F,107934,13934.47,,24
