Department,Department Name,Division,Gender,Base Salary,2021 Overtime Pay,2021 Longevity Pay,Grade
HHS,Department of Health and Human Services,School Health Services,F,48767.54,,,15
HHS,Department of Health and Human Services,School Health Services,F,48767.54,,,15
HHS,Department of Health and Human Services,School Health Services,F,48767.9,,,15
HHS,Department of Health and Human Services,Public Health Services Division,F,48885.3,,,15
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,48939.69,,,23
HHS,Department of Health and Human Services,School Health Services,F,49085.32,,,15
HHS,Department of Health and Human Services,School Health Services,F,49085.39,,,15
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,49739.51,,,16
HHS,Department of Health and Human Services,School Health Services,F,49870.91,,,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,49951.29,,,13
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,50281.52,,,13
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,50281.52,,,17
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,50281.52,,,16
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,50281.52,,,17
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,50463.38,,,16
HHS,Department of Health and Human Services,School Health Services,F,50515.6,,,24
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,50596.23,,,13
HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,50675,,3063.84,23
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,50675,,1165.37,23
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,50675,,,23
HHS,Department of Health and Human Services,Child Welfare Services,F,50675,,2519.82,23
HHS,Department of Health and Human Services,Child Welfare Services,F,50675,,1569.8,23
HHS,Department of Health and Human Services,Child Welfare Services,F,50675,,1532.96,23
HHS,Department of Health and Human Services,Child Welfare Services,F,50675,,3063.84,23
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,50675,,,23
HHS,Department of Health and Human Services,School Health Services,F,50773.46,,,15
HHS,Department of Health and Human Services,School Health Services,F,50775.42,,,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,50789.02,,,17
HHS,Department of Health and Human Services,Public Health Services Division,F,50975.02,,,16
HHS,Department of Health and Human Services,Child Welfare Services,F,50975.19,,,16
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,51296.52,,,17
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,51297,,,17
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,51304.37,,,14
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,52000,,,17
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,52000,,,17
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,52000,,,17
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,52011.78,,,13
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,52024.81,,,18
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,52041.37,,,17
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,52041.37,,,17
HHS,Department of Health and Human Services,School Health Services,F,52203,,1503.88,15
HHS,Department of Health and Human Services,School Health Services,F,52203,,1368.5,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,52311.52,,,17
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,52311.52,,,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,52311.52,,,17
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,52550.07,,,18
HHS,Department of Health and Human Services,HHS 60 Children Youth and Family Services Division,F,52829.81,,,14
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,53087.53,,,17
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,53091.9,,,20
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,53100.03,,,14
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,53125,,1695.99,24
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,53125,,2140.71,24
HHS,Department of Health and Human Services,HHS 60 Public Health Services Division,F,53125,,,24
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,53125,,,24
HHS,Department of Health and Human Services,Public Health Services Division,F,53125,,,24
HHS,Department of Health and Human Services,Child Welfare Services,F,53125,,640.81,24
HHS,Department of Health and Human Services,School Health Services,F,53125,,,24
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,53125,,1585.43,24
HHS,Department of Health and Human Services,School Health Services,F,53424.25,,,15
HHS,Department of Health and Human Services,School Health Services,F,53424.34,,,15
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,53845.55,,,18
HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,53845.55,,,18
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,53961.1,,,13
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,54002.2,,,14
HHS,Department of Health and Human Services,Public Health Services Division,F,54604.57,,,16
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,54678.85,,,14
HHS,Department of Health and Human Services,Aging & Disability Services Division,F,54697.5,,,16
HHS,Department of Health and Human Services,Child Welfare Services,F,54946.25,,,16
HHS,Department of Health and Human Services,HHS 60 Child Welfare Services,F,54947,,,23
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,54950.12,,,17
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,54950.12,,,17
HHS,Department of Health and Human Services,School Health Services,F,55294.19,,,15
HHS,Department of Health and Human Services,HHS 60 Office of Eligibility and Support Services,F,55419,,,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,55450.12,,,17
HHS,Department of Health and Human Services,Children Youth and Family Services Division,M,55729.6,,,18
HHS,Department of Health and Human Services,Public Health Services Division,F,55729.62,,,18
NDA,Non-Departmental Account,NDA 99 MCERP,M,165638.91,,,39
HHS,Department of Health and Human Services,Child Welfare Services,F,55771,,,21
HHS,Department of Health and Human Services,Child Welfare Services,F,55771,,,21
HHS,Department of Health and Human Services,Child Welfare Services,F,55771,,,21
HHS,Department of Health and Human Services,Child Welfare Services,F,55771,,,21
HHS,Department of Health and Human Services,Child Welfare Services,F,55771,,,21
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,F,56322.36,,,13
HHS,Department of Health and Human Services,Behavioral Health and Crisis Services Division,M,56412.15,,,18
HHS,Department of Health and Human Services,Director's Office Division,F,56518.25,,,16
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,56535.5,,,17
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,56868.84,,,17
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,57000,,,17
HHS,Department of Health and Human Services,Office of Community Affairs Division,F,57038.32,,,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,57038.33,,,20
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,M,57038.71,,,20
HHS,Department of Health and Human Services,Office of Community Affairs Division,F,57038.72,,,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,57043,,,17
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,57136.25,,,14
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,57136.25,,,14
HHS,Department of Health and Human Services,Children Youth and Family Services Division,F,57136.25,,,14
HHS,Department of Health and Human Services,HHS 60 School Health Services,F,57230.66,,,15
HHS,Department of Health and Human Services,School Health Services,F,57230.66,,,15
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,M,57245.5,,,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,57245.51,,,20
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,57320.85,,,13
HHS,Department of Health and Human Services,Office of Eligibility and Support Services,F,57347.5,,,17
HHS,Department of Health and Human Services,Services to End and Prevent Homelessness Division,F,57604.41,,,18
HHS,Department of Health and Human Services,Child Welfare Services,F,57711,,,21
